person_name,acct_num,card_company,card_number,txn_datetime,merch_name,merch_cat,txn_amount,currency,pay_meth,city,txn_type,bill_cyc,txn_status
ashley30,GB13VODK22161306735104,VISA,30029938228254,2025-08-28 15:34:11,Decathlon India,Health,71182.19,INR,Debit Card,Hollyton,Withdrawal,August,Declined
brian58,GB25XYFN60052014322376,Discover,4220906786519229222,2025-06-12 03:54:55,Fabindia,Health,51953.43,INR,Credit Card,Howardstad,Deposit,October,Declined
marissa96,GB67YDMH68211975495053,Discover,4413931768731647,2025-03-29 13:37:45,Nilgiris,Health,38382.04,INR,Bank Transfer,Ricardoborough,Purchase,July,Declined
karen40,GB09HZUR74615149050891,Discover,4393816776398733,2025-03-17 04:13:31,Bewakoof,Grocery,18633.15,INR,UPI,East Marie,Deposit,September,Pending
rebeccaruiz,GB51XVYG59714515045890,amex,180094993418479,2025-11-16 18:15:17,V-Mart Retail Ltd,Dining,28865.71,INR,Credit Card,North Kevinberg,Refund,February,Declined
tomsolis,GB62DEYN15074488346135,Discover,213158917594052,2025-04-05 17:50:04,Lenskart,Clothing,30125.11,INR,NEFT,Nicholasshire,Withdrawal,June,Approved
deborah25,GB13DNPR62050773414157,saphiro,4520081992742687208,2025-04-10 07:00:13,Godrej Consumer Products,Dining,68579.13,INR,UPI,Perrymouth,Deposit,July,Approved
spencermary,GB31HOPV64988136875590,rupay,2234796891999085,2025-12-30 09:42:40,Foodhall,Travel,81574.78,INR,RTGS,Edwardsstad,Refund,October,Declined
deannahill,GB68EVNU71020575043746,chhupay,4415331850994947533,2025-02-25 07:14:50,Fabindia,Grocery,1468.59,INR,RTGS,South Gwendolynville,Withdrawal,December,Declined
yatesheather,GB43BFUR21582267262797,rupay,4182796667584,2025-01-09 10:18:28,Flipkart,Health,18243.24,INR,Debit Card,Jamesville,Deposit,July,Approved
jmiller,GB58YWDX44144466334303,VISA,3511922716360202,2025-02-03 08:09:45,Urban Ladder,Grocery,73525.56,INR,RTGS,Alexisland,Refund,November,Declined
lauraswanson,GB58DDVA66443503091110,VISA,4112194141028955778,2025-08-23 11:25:17,BlueStone,Health,12865.62,INR,Debit Card,Marissamouth,Refund,May,Pending
cduke,GB55KPCY44599760235876,VISA,4346427178659769,2025-07-27 15:19:40,Tata CLiQ,Electronics,49692.49,INR,RTGS,South John,Refund,August,Reversed
vray,GB84ZWGS09057623978681,Diners Club,213111909081620,2025-10-26 14:52:12,Nilgiris,Grocery,64452.18,INR,Credit Card,Patricktown,Refund,October,Declined
audreymartin,GB75JKYR41813984581640,amex,503893010762,2025-02-25 04:11:33,Spencer’s Retail,Electronics,43766.28,INR,NEFT,New Andrewfurt,Refund,July,Reversed
johnpratt,GB17MWUD68600870137494,VISA,4964604880911925,2025-02-15 16:00:24,Avenue Supermarts,Grocery,5055.59,INR,RTGS,Kimmouth,Purchase,August,Pending
craig02,GB13GGMZ16181769634407,VISA,2400294092727982,2025-01-27 17:20:52,Pepperfry,Travel,31412.01,INR,Debit Card,North Scott,Refund,June,Reversed
bakercarrie,GB46WAPJ47500084538769,Maestro,4999826861350851,2025-05-09 23:23:36,CaratLane,Clothing,75024.04,INR,Mobile Payment,Thompsonbury,Deposit,June,Approved
swilliams,GB59UJBP54035225613036,Maestro,3579510876901649,2025-04-21 01:47:10,Reliance Digital,Travel,20078.22,INR,Credit Card,North Kaylaborough,Refund,May,Declined
krodriguez,GB34QBSD50690005616081,Diners Club,180048785121899,2025-12-14 11:08:09,Tata CLiQ,Grocery,54180.07,INR,Debit Card,Thomastown,Withdrawal,October,Declined
janicepatterson,GB06TYSY93960852941884,rupay,4943214359595161,2025-03-29 03:12:43,Tata CLiQ,Clothing,89155.28,INR,Bank Transfer,North Carlosmouth,Withdrawal,January,Pending
michael73,GB77OMAM95597651559880,rupay,4712425006080124464,2025-02-24 19:55:40,Spar Hypermarket,Grocery,12573.57,INR,UPI,Hansenshire,Purchase,December,Declined
ucook,GB49RQSL70668406085890,saphiro,30332036409812,2025-03-14 02:34:29,Zivame,Travel,13318.51,INR,NEFT,West Melinda,Refund,January,Pending
xcurry,GB07IUCU05667048625764,chhupay,6544906289004820,2025-07-11 21:21:32,Lenskart,Electronics,37824.58,INR,UPI,West Melissaland,Purchase,June,Pending
chadmccann,GB59MQGP58632239990578,chhupay,3535453407458511,2025-03-25 15:39:32,Marks & Spencer India,Health,61288.56,INR,RTGS,Michaelton,Deposit,June,Approved
faustin,GB31XDYZ66158952789345,chhupay,575023974935,2025-01-12 03:11:46,Metro Cash & Carry India,Dining,66396.86,INR,NEFT,West Jane,Deposit,August,Declined
macdonaldcarmen,GB46DTAX62864191077893,American Express,377537917930022,2025-11-29 19:23:43,FirstCry,Dining,42212.21,INR,Credit Card,Pruittton,Withdrawal,March,Pending
jacksontaylor,GB44OJRT50497830429474,amex,4713151839928489,2025-02-07 00:42:07,Amazon India,Dining,63568.81,INR,Debit Card,North Michaelmouth,Deposit,February,Pending
anthony80,GB89HZSX76484153457799,Discover,060415080245,2025-03-18 05:57:49,Central,Grocery,74963.08,INR,Credit Card,Wademouth,Purchase,December,Declined
ypayne,GB65NWBA69662719738303,Diners Club,676229866147,2025-06-14 20:18:24,Myntra,Electronics,63945.45,INR,Debit Card,East Jason,Purchase,March,Reversed
jhayes,GB35GCJQ24084755038555,Discover,3544315880786040,2025-01-04 18:03:55,HyperCity,Grocery,95974.94,INR,Credit Card,South Georgefort,Withdrawal,January,Reversed
michael57,GB34BPQO99709510804380,amex,4532190810886273,2025-12-15 10:29:00,Fabindia,Electronics,58000.59,INR,Mobile Payment,Lake Sherrytown,Purchase,January,Approved
reginaschultz,GB26PDQH69468318429685,VISA,6556844056367739,2025-11-16 23:38:24,ShopClues,Dining,40601.05,INR,Credit Card,Thomasview,Purchase,October,Reversed
cindy00,GB36ZFEZ35794531123901,VISA,213109671124594,2025-06-03 08:09:23,Pantaloons,Grocery,31492.90,INR,UPI,South Jason,Purchase,April,Declined
alindsey,GB48REHF99600128050851,rupay,5294830138598481,2025-07-26 03:48:59,Spencer’s Retail,Grocery,16101.64,INR,Credit Card,East Bryanfurt,Refund,August,Pending
randallcollins,GB64POEY73863499267243,chhupay,213195449950428,2025-03-08 06:31:06,Myntra,Health,40097.17,INR,Bank Transfer,Smithfort,Deposit,April,Approved
nathanblankenship,GB27NIVK43306916426351,VISA,676220467846,2025-01-22 07:00:05,BabyChakra,Travel,34907.81,INR,UPI,North Jeremyfort,Withdrawal,October,Approved
victoria88,GB30CYKH22356147421119,VISA,3560575636732205,2025-06-13 05:29:57,Future Group,Travel,7670.93,INR,Mobile Payment,Susanville,Refund,July,Reversed
udiaz,GB21ECYS30637294466986,chhupay,213193813600257,2025-10-18 02:34:00,Flipkart,Travel,11375.76,INR,Credit Card,Morganbury,Refund,September,Approved
obrienrichard,GB91TIMG43705543702463,VISA,213120876500108,2025-02-04 19:39:34,Amazon India,Electronics,24003.09,INR,RTGS,Lewisfurt,Deposit,February,Declined
lopezjose,GB08ONNF59731042768091,saphiro,6011070001744728,2025-07-09 13:27:55,FirstCry,Dining,59572.08,INR,UPI,Laurachester,Refund,October,Reversed
alexanderwilliams,GB14WOGZ47682626256251,amex,30039390502674,2025-06-17 20:23:55,Myntra,Grocery,19688.83,INR,RTGS,Austinbury,Purchase,April,Approved
jonesrodney,GB12FCKI70651233082942,Mastercard,3510522975793811,2025-01-19 00:42:50,Foodhall,Grocery,69643.87,INR,Credit Card,Booneport,Purchase,March,Pending
lesliehughes,GB95WLJE79516357344797,VISA,2592749897396125,2025-02-28 09:20:18,Foodhall,Health,72668.49,INR,RTGS,Mendozaville,Purchase,January,Approved
michaelphelps,GB29LSEU60438669068041,Mastercard,30466873443516,2025-03-28 21:09:17,Reliance Fresh,Dining,62696.96,INR,NEFT,New Christophershire,Purchase,October,Approved
derekmontgomery,GB69ZWIX78967861251277,VISA,3511299619974524,2025-08-31 21:24:23,Fabindia,Clothing,21218.58,INR,Mobile Payment,Lake Richardville,Withdrawal,November,Reversed
emily84,GB09GIHX68601476830418,Mastercard,2703174699557327,2025-08-12 04:40:24,Zivame,Travel,31154.06,INR,Mobile Payment,Port Larrychester,Deposit,June,Declined
guzmanjose,GB34CJEQ45942665730209,Maestro,6556844056367739,2025-02-20 13:47:42,Marks & Spencer India,Clothing,41386.06,INR,RTGS,Williamport,Refund,March,Declined
thompsonmeredith,GB76BQVT65502334316221,amex,4499177595396306,2025-04-10 16:31:27,Brand Factory,Electronics,47172.54,INR,UPI,Jillberg,Purchase,November,Reversed
bowensusan,GB34LDHZ87192656426079,Diners Club,3587641037713449,2025-07-22 23:48:37,Fabindia,Electronics,56684.97,INR,Bank Transfer,Port Evelyn,Withdrawal,February,Approved
thompsondavid,GB72WAYI49417844219783,Maestro,344943246249862,2025-11-29 04:33:14,Aditya Birla Retai,Clothing,53702.90,INR,Credit Card,Richardport,Purchase,October,Approved
zrobinson,GB49EQXF66095251343514,chhupay,5308487074368959,2025-04-04 01:40:01,FirstCry,Grocery,41677.71,INR,Mobile Payment,Port Sharon,Purchase,May,Declined
ljones,GB57TSWD81683721883752,Discover,4808501423109,2025-09-30 23:24:56,FirstCry,Dining,22368.70,INR,Bank Transfer,Lake Sonya,Withdrawal,March,Approved
valenciacarol,GB56VUAR26695125973312,Maestro,6501738673843971,2025-01-21 18:25:02,Marks & Spencer India,Dining,10757.99,INR,Debit Card,Ginaburgh,Purchase,March,Approved
jason45,GB83BPNV17052153813782,VISA,4713281866701,2025-01-23 18:29:01,Bewakoof,Travel,39649.38,INR,Mobile Payment,East Victoria,Refund,July,Approved
bgarza,GB77PMTK99414151198017,VISA,2299599877878113,2025-02-20 20:37:15,Trends,Clothing,56132.09,INR,Bank Transfer,Reneemouth,Withdrawal,July,Declined
davistanya,GB82PEUE47001547293697,rupay,4182111656796304,2025-12-06 18:51:02,Urban Ladder,Health,75753.60,INR,Bank Transfer,East Jennashire,Refund,November,Approved
cjones,GB91OFWJ62880840158359,American Express,213164044220538,2025-02-13 18:01:34,Decathlon India,Electronics,34739.81,INR,RTGS,Teresamouth,Purchase,January,Declined
gburns,GB49CQHZ23860224262261,American Express,2288481514748681,2025-06-10 03:28:16,Aditya Birla Retai,Health,23677.24,INR,Bank Transfer,Danielport,Withdrawal,March,Reversed
martintamara,GB05HBHZ35859208457016,amex,213199151494195,2025-04-06 13:04:01,Reliance Retail,Electronics,7816.00,INR,RTGS,Johnbury,Deposit,November,Reversed
shelleyduarte,GB41QWVP48407164572521,saphiro,5497952533150331,2025-01-16 01:01:07,Infiniti Retail Ltd,Clothing,81272.66,INR,Bank Transfer,Lake Ashleyberg,Purchase,July,Approved
antonio42,GB24BVHR68580401915445,saphiro,4622240332608,2025-04-12 19:49:08,DMart,Grocery,33428.22,INR,RTGS,East Duane,Purchase,April,Approved
cassidymcgee,GB18YBSY38621375798524,chhupay,30108382865546,2025-04-12 16:44:40,Titan Company,Dining,50954.28,INR,NEFT,Maryhaven,Deposit,November,Pending
rebeccaevans,GB92DAUS35704414242383,VISA,213104643615977,2025-10-09 09:33:19,Spar Hypermarket,Health,41485.69,INR,UPI,South Jessicaside,Refund,December,Pending
danabates,GB73NFLW09114683965160,Diners Club,4891459160220,2025-11-15 21:44:40,Amazon India,Dining,79563.84,INR,Bank Transfer,Mitchellmouth,Refund,June,Reversed
guzmanjose,GB50QOYQ94215030347490,rupay,38909866176405,2025-06-29 08:26:18,Godrej Consumer Products,Health,62804.82,INR,RTGS,South Nicole,Deposit,January,Reversed
vholder,GB22OXPN51721846240936,chhupay,2707114133002510,2025-04-08 03:23:38,Spencer’s Retail,Grocery,14443.11,INR,UPI,North Markburgh,Deposit,October,Declined
baldwinjoseph,GB03AYRC54696720103697,Mastercard,4607356712230,2025-06-13 18:44:57,Decathlon India,Travel,87787.63,INR,UPI,Smithstad,Refund,September,Pending
williamsjustin,GB64TUCG09286949080962,American Express,374373171830077,2025-03-06 14:23:25,Trends,Clothing,47783.21,INR,NEFT,East Christopher,Refund,June,Approved
kyoung,GB93LJHD69918325452318,VISA,377714558098464,2025-10-16 20:47:16,Trends,Grocery,96353.09,INR,Credit Card,North Amyhaven,Refund,September,Declined
cassandra79,GB42XVRW01531190426994,rupay,4595624508655911579,2025-05-10 08:59:17,DMart,Dining,98784.11,INR,NEFT,West Thomasport,Withdrawal,January,Approved
kathleen46,GB85JGCA68568423759274,Diners Club,3531667197348970,2025-06-29 06:52:46,Myntra,Grocery,18118.24,INR,NEFT,Andersonberg,Refund,September,Declined
maria25,GB05TXUR52561477695797,Maestro,4729781243064840797,2025-12-07 14:37:24,Zivame,Dining,36217.58,INR,Mobile Payment,South Adam,Withdrawal,March,Reversed
george56,GB50MKQE44590358836116,American Express,4948390405062,2025-10-21 17:31:00,Infiniti Retail Ltd,Health,13346.94,INR,Bank Transfer,Danielview,Deposit,May,Reversed
dbradford,GB76ICTC30620873334728,Diners Club,3561120315862509,2025-08-19 04:05:01,Decathlon India,Clothing,14243.54,INR,UPI,New Larry,Purchase,June,Declined
carla92,GB34VGWG41058912708731,Discover,4496723509937,2025-03-21 20:39:34,Bewakoof,Grocery,68895.96,INR,Debit Card,New Debramouth,Refund,July,Reversed
cvilla,GB32HRGD15769575946640,Maestro,30450215484289,2025-08-27 14:41:40,Future Group,Travel,62628.88,INR,Bank Transfer,East Curtismouth,Withdrawal,March,Declined
wcarlson,GB96KQJB34371490583795,rupay,4393816776398733,2025-03-20 23:53:26,BlueStone,Travel,11686.25,INR,Debit Card,Kaitlinshire,Deposit,August,Pending
stevenalvarado,GB90ONPA80381906169368,VISA,4959849032351837936,2025-10-12 09:39:21,Fabindia,Grocery,91295.63,INR,NEFT,South Angelamouth,Withdrawal,January,Approved
chadmccann,GB22BTFK64039956111268,saphiro,6544559417050015,2025-03-30 22:44:57,Aditya Birla Retai,Electronics,98994.91,INR,UPI,Adrienneberg,Withdrawal,January,Declined
dbell,GB92OBCO35738889066363,VISA,502054036202,2025-04-02 10:30:27,Tata CLiQ,Health,58902.52,INR,Bank Transfer,West Gloria,Deposit,January,Pending
keith93,GB17LOAL88081656234172,VISA,3520958025540042,2025-04-19 00:12:44,HyperCity,Grocery,58296.10,INR,RTGS,Rodrigueztown,Refund,March,Pending
dawn63,GB95XFPU15764210158669,VISA,4157560381227673,2025-12-08 01:35:17,Infiniti Retail Ltd,Dining,52981.64,INR,Mobile Payment,Brownport,Withdrawal,February,Pending
cassidymcgee,GB67YSPT18394426556086,VISA,2707114133002510,2025-09-04 11:23:28,Decathlon India,Health,46739.54,INR,UPI,Meganbury,Purchase,July,Declined
denisetaylor,GB75XUIK00918933634589,Maestro,36805466659182,2025-08-06 04:02:26,Nilgiris,Health,45084.18,INR,Mobile Payment,Alexanderville,Withdrawal,January,Pending
wheelerlaurie,GB70BIKC52982724187373,Discover,4016640435320012,2025-03-28 10:57:06,Infiniti Retail Ltd,Travel,59883.67,INR,RTGS,East William,Refund,July,Reversed
abell,GB85CPUT20808211173758,VISA,2241682860440999,2025-06-24 23:59:44,Foodhall,Grocery,79225.69,INR,Credit Card,East Rachelview,Withdrawal,November,Reversed
watsontheresa,GB77OZXA49554702727546,chhupay,4663428725827681161,2025-01-11 05:13:00,BigBasket,Health,13011.44,INR,Debit Card,West Martin,Refund,March,Declined
jchavez,GB71DIWB95775960206956,Mastercard,343521408420462,2025-09-09 19:32:07,Avenue Supermarts,Grocery,14481.67,INR,RTGS,North Carlosbury,Purchase,May,Approved
rebeccaevans,GB73UMGI62650281689860,saphiro,4850787992142,2025-05-08 13:56:43,BlueStone,Travel,74005.01,INR,Mobile Payment,Andersonbury,Withdrawal,June,Approved
fwilson,GB20GVNY65221993713483,Mastercard,6011595296487633,2025-07-26 00:29:58,Metro Cash & Carry India,Clothing,6745.22,INR,Bank Transfer,Wardstad,Purchase,July,Reversed
jillpollard,GB55KCTO50676228876127,VISA,3587215104712376,2025-11-27 04:39:42,Brand Factory,Grocery,3620.03,INR,NEFT,Jenniferfort,Deposit,July,Declined
cbrown,GB62FBXQ14129068063709,VISA,342665926137222,2025-05-13 19:57:49,FirstCry,Electronics,55708.56,INR,RTGS,Port Laura,Deposit,June,Declined
shaun58,GB37PTVJ97915819308573,Discover,3535900652708578,2025-05-26 07:02:58,Spencer’s Retail,Health,35367.80,INR,Mobile Payment,Berryland,Purchase,March,Pending
alexander28,GB68SHHH81011434073088,saphiro,2611940860814551,2025-02-15 07:21:43,Reliance Retail,Dining,10400.22,INR,Credit Card,Bergview,Refund,February,Approved
thompsonmeredith,GB60CXLZ29407833989679,Diners Club,36841666087197,2025-08-24 13:13:36,Reliance Digital,Travel,29668.16,INR,RTGS,Estradaton,Refund,July,Pending
zrobinson,GB28KZSO83630654141748,Mastercard,6561633330406675,2025-06-07 05:11:05,Reliance Retail,Grocery,71929.19,INR,Debit Card,Port Benjamin,Deposit,March,Pending
fowen,GB17WMPN51078576054942,Discover,180084592806091,2025-02-11 10:28:22,ShopClues,Grocery,78738.16,INR,Credit Card,Lake Jessicachester,Withdrawal,December,Reversed
gutierrezrenee,GB78KIQS84962238778487,VISA,4337448031228882,2025-05-01 23:51:37,Godrej Consumer Products,Dining,75777.31,INR,NEFT,Sarahtown,Purchase,March,Declined
levi25,GB48AIPD08449210746934,Diners Club,4891459160220,2025-09-24 20:06:30,Zivame,Grocery,75769.98,INR,Debit Card,Juliemouth,Purchase,May,Reversed
lesliehughes,GB04GAST73625413550182,chhupay,4205176993043788,2025-03-14 18:32:28,Future Group,Health,25247.60,INR,RTGS,Kennethton,Purchase,June,Declined
stonekristen,GB19FVJV36219823097931,Diners Club,180094993418479,2025-03-27 14:11:05,Amazon India,Grocery,48205.76,INR,UPI,New Curtistown,Deposit,September,Reversed
ernestshepherd,GB24WAHN89480638195890,chhupay,4801537949349724887,2025-12-01 10:29:01,FirstCry,Clothing,11494.25,INR,Debit Card,Lake Andre,Deposit,January,Approved
aaron94,GB82IVQM35229795277895,VISA,5560942060824004,2025-04-14 13:58:59,Meesho,Clothing,45023.63,INR,UPI,New Natalieport,Deposit,October,Pending
fryjennifer,GB86BQHU03443055624278,amex,4840406283818614171,2025-01-10 23:09:29,Godrej Consumer Products,Dining,68995.38,INR,NEFT,Lake Patrickchester,Deposit,December,Approved
sullivandanielle,GB98LXYE98247798705236,Diners Club,4006393210938,2025-06-08 20:33:42,Nykaa,Dining,76874.87,INR,Mobile Payment,North Mariah,Refund,August,Reversed
phoward,GB59IQTV19482152951421,rupay,213168695223816,2025-01-09 19:18:36,Pepperfry,Clothing,14081.73,INR,Credit Card,Michellemouth,Deposit,July,Pending
zacharynguyen,GB10CZAZ17867980137098,American Express,375276330022248,2025-03-18 07:27:21,Spencer’s Retail,Clothing,72071.79,INR,UPI,Port Michaelbury,Purchase,September,Reversed
nancy11,GB82UXPB55219865799803,amex,3579510876901649,2025-05-18 16:14:13,Meesho,Dining,87048.86,INR,Credit Card,South Christopher,Refund,September,Declined
james71,GB82FYHQ80509367956203,Maestro,180026738776399,2025-06-10 23:25:26,Snapdeal,Electronics,55057.22,INR,RTGS,Port Joyce,Withdrawal,August,Approved
ihuang,GB45TDVW17657302486050,chhupay,213152387680046,2025-06-17 15:50:45,Reliance Retail,Dining,672.87,INR,Bank Transfer,East Vicki,Withdrawal,February,Pending
lindsayavila,GB82ENTG15667041356113,VISA,38909866176405,2025-09-22 12:38:08,Westside,Dining,77413.30,INR,Credit Card,Matthewhaven,Purchase,October,Declined
kyoung,GB29URDM71948849039098,American Express,213102300804116,2025-08-09 00:45:55,Amazon India,Grocery,91167.45,INR,Credit Card,Kristopherchester,Refund,May,Reversed
marymejia,GB68MBEJ74093033946605,Diners Club,639098096451,2025-07-31 01:13:51,Lenskart,Health,2868.50,INR,Credit Card,Laurenstad,Purchase,October,Approved
douglassanchez,GB88LSXS00377591870621,saphiro,5315304851963491,2025-08-15 19:16:11,Amazon India,Travel,22228.83,INR,UPI,Williamsville,Withdrawal,June,Approved
davistanya,GB91IDRI44061356338989,rupay,6544559417050015,2025-03-10 08:31:44,Spencer’s Retail,Dining,65827.50,INR,Mobile Payment,Hillmouth,Purchase,May,Declined
derekmontgomery,GB64FKZH83112159594112,VISA,180007373446738,2025-10-25 12:56:26,Flipkart,Dining,29556.11,INR,UPI,Carneyburgh,Refund,December,Pending
thomas78,GB80DYPI77821997286899,Discover,2700815648207645,2025-01-05 14:56:33,Amazon India,Travel,62859.50,INR,RTGS,Port Douglastown,Refund,December,Reversed
frank12,GB52XHDZ95589036208296,Diners Club,30498628643330,2025-06-11 00:42:40,Flipkart,Electronics,77173.78,INR,NEFT,New Natalie,Purchase,January,Reversed
robinnguyen,GB59EGWL45949738022600,VISA,3507762674044091,2025-02-07 06:29:33,Spencer’s Retail,Travel,820.08,INR,Bank Transfer,New Ambershire,Refund,March,Declined
keith93,GB42YZGR67286103842097,saphiro,2703174699557327,2025-08-17 15:02:25,CaratLane,Travel,53188.31,INR,Bank Transfer,North Johntown,Withdrawal,November,Approved
sstanley,GB44ZDRX45091125686831,VISA,30428940835595,2025-10-17 22:28:27,Reliance Retail,Dining,51016.27,INR,RTGS,Pecktown,Withdrawal,August,Reversed
nicholsoncharles,GB12VTUD70060234906819,saphiro,4423318540823299203,2025-10-23 21:20:58,Central,Health,25062.62,INR,Credit Card,Jamestown,Withdrawal,March,Pending
danielsandra,GB07TZTP72118265216957,saphiro,36524847923593,2025-04-25 04:03:01,Bewakoof,Grocery,70809.21,INR,Debit Card,Lake Richardmouth,Deposit,March,Approved
jennifer40,GB15UZPQ00221792219197,American Express,213109671124594,2025-11-28 14:24:40,Titan Company,Grocery,38660.38,INR,Credit Card,Morganfurt,Withdrawal,April,Pending
vwhite,GB81BCAP10508664477136,Discover,4442953876547,2025-10-02 08:53:08,Titan Company,Travel,66336.53,INR,Credit Card,Judithborough,Purchase,October,Approved
usolis,GB47DYXN23476673028707,Maestro,36816195569485,2025-02-24 02:54:41,Metro Cash & Carry India,Grocery,86560.85,INR,Mobile Payment,Robersonmouth,Purchase,July,Approved
jkennedy,GB36RNHK57457561570624,amex,4152311953547584,2025-06-18 04:59:30,Spencer’s Retail,Travel,49301.91,INR,Credit Card,West Charles,Withdrawal,November,Pending
kristinchoi,GB40FPVW14815987469943,chhupay,3561120315862509,2025-09-22 13:56:09,Fabindia,Grocery,42076.26,INR,RTGS,New Jay,Withdrawal,March,Reversed
stephanie47,GB42IATR84253783394849,VISA,4275776322889,2025-01-22 08:36:16,BabyChakra,Electronics,3445.47,INR,Bank Transfer,Robersonmouth,Deposit,June,Approved
reynoldsjennifer,GB53ALZV37320164947061,VISA,4073863130679067201,2025-07-28 04:52:11,Infiniti Retail Ltd,Clothing,63846.07,INR,Bank Transfer,Tuckermouth,Purchase,June,Declined
morgankelly,GB22PBTK33764074750633,VISA,4713151839928489,2025-03-23 06:25:24,Spar Hypermarket,Electronics,79319.36,INR,Bank Transfer,North Frank,Deposit,July,Reversed
mevans,GB58OMUS69955220828604,Maestro,3557801211938214,2025-09-21 23:41:12,DMart,Health,42487.68,INR,UPI,East Christophermouth,Purchase,September,Declined
annaking,GB61QYLD92415755218220,rupay,379081073498613,2025-07-24 10:19:55,Nykaa,Electronics,51790.02,INR,UPI,South Randy,Refund,October,Pending
rogersstacy,GB47FCAM10324978582966,saphiro,4858208674066,2025-01-10 04:57:38,Reliance Retail,Dining,19423.75,INR,Mobile Payment,South Bradleyview,Withdrawal,September,Approved
xcurry,GB96WMJL67568716476824,Maestro,4317813773630401,2025-01-01 16:27:06,Infiniti Retail Ltd,Dining,48346.23,INR,Debit Card,Michaelside,Withdrawal,February,Approved
kevingreene,GB94PYXC14808357509874,chhupay,213132079773291,2025-07-03 06:19:47,Westside,Health,17120.95,INR,RTGS,Oliviabury,Deposit,May,Approved
yatesheather,GB59NMGA01103742845457,rupay,4239204678458624,2025-09-02 06:55:31,Big Bazaar,Grocery,98632.15,INR,Credit Card,Michaelton,Purchase,October,Declined
jenniferwilliams,GB59DKNG21340451341273,Discover,3535453407458511,2025-12-29 04:03:35,Infiniti Retail Ltd,Travel,65184.54,INR,UPI,South Marisatown,Withdrawal,April,Reversed
tiffanyrichards,GB59BAEK66620782133574,Discover,2407953913013558,2025-02-20 03:11:58,Myntra,Dining,57667.15,INR,Bank Transfer,East Andreahaven,Refund,June,Pending
perrymichelle,GB40ATNL96771896196083,chhupay,4713281866701,2025-10-13 22:53:21,Bewakoof,Dining,44794.83,INR,Debit Card,Port Brandon,Withdrawal,February,Reversed
michael73,GB68HUCJ06054365394570,rupay,213104590444850,2025-01-31 08:23:23,Pantaloons,Clothing,887.52,INR,Mobile Payment,Nicholasland,Deposit,March,Pending
travis49,GB64VQBL46407639875477,VISA,376423098724115,2025-03-11 16:10:31,IKEA India,Electronics,16714.21,INR,RTGS,North Brian,Refund,August,Reversed
sandersjohn,GB12PJAE72313815925103,Discover,2224146730797120,2025-11-07 06:51:31,Future Group,Electronics,89564.06,INR,Mobile Payment,Lake Laura,Refund,June,Declined
williamsjoan,GB72OXQZ65998151641029,rupay,6519411779028448,2025-12-08 20:11:06,Snapdeal,Clothing,4914.20,INR,UPI,Brianchester,Deposit,July,Approved
taratrujillo,GB50UWXL89525891348778,VISA,3544728003629741,2025-01-29 03:49:57,BabyChakra,Health,43949.63,INR,Debit Card,Maystown,Withdrawal,October,Declined
cbarron,GB73SZNX46192093891913,chhupay,4842025818650221564,2025-02-24 21:53:49,Spar Hypermarket,Electronics,13944.04,INR,Mobile Payment,North Adrian,Purchase,September,Declined
laurarobinson,GB31TQRO80079684739355,rupay,4144177037653024,2025-08-02 19:41:54,Zivame,Dining,64083.43,INR,Credit Card,South Tarabury,Refund,July,Approved
nancy11,GB30UIHM07157448220525,VISA,4495443752347333170,2025-01-04 06:08:46,Reliance Digital,Health,73499.41,INR,Debit Card,New Micheleport,Withdrawal,June,Declined
shortelizabeth,GB61WOVP48723513039041,American Express,2282993725488713,2025-09-18 12:00:14,Central,Clothing,73083.37,INR,Mobile Payment,Kathrynhaven,Purchase,September,Approved
cathyferguson,GB36BRUO93091030979519,Diners Club,4637694430765787,2025-12-10 04:33:34,Reliance Digital,Travel,4256.37,INR,UPI,Judithland,Purchase,August,Approved
wilsonsteven,GB67IYTT35005204383364,chhupay,503893010762,2025-10-17 15:25:02,Spar Hypermarket,Electronics,11957.42,INR,Mobile Payment,New Jamie,Deposit,January,Reversed
lopezkelly,GB72PNRT15215736518659,VISA,4182796667584,2025-05-15 12:57:32,Marks & Spencer India,Health,15150.21,INR,Bank Transfer,Tinaton,Refund,April,Declined
adamkelley,GB89MROX26817983894217,American Express,4840406283818614171,2025-12-04 12:33:44,Myntra,Grocery,38539.39,INR,Bank Transfer,Rebeccaside,Refund,April,Reversed
blake42,GB67CEZK83090644499176,American Express,213164028966817,2025-09-23 13:58:59,Urban Ladder,Grocery,95523.61,INR,Mobile Payment,East Jerrymouth,Refund,April,Reversed
lisapham,GB39AVVX25518025514379,Maestro,3551610924415899,2025-01-29 20:31:24,Fabindia,Dining,52901.15,INR,UPI,Lake Paul,Refund,December,Approved
blozano,GB49XYVN59057340527467,Maestro,4351734119571066,2025-05-26 08:34:48,Reliance Digital,Health,21416.62,INR,RTGS,New Jeffrey,Withdrawal,September,Reversed
johnsonstephanie,GB92DIDB86795185261237,American Express,3579121560242868,2025-04-02 15:57:26,Bewakoof,Travel,10874.80,INR,Mobile Payment,West Jenniferfurt,Deposit,October,Pending
alicia53,GB08SOEV76654504821510,VISA,30442002635470,2025-05-23 18:24:56,DMart,Grocery,86205.75,INR,Bank Transfer,Thomaston,Refund,January,Approved
lesliehughes,GB57LDLL86725798851035,VISA,371344829339293,2025-06-12 10:18:04,Pantaloons,Travel,5270.47,INR,Bank Transfer,Fieldsside,Purchase,December,Pending
